Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-09 14:36:09+05:30,7,Male,Multiple Times A Week,Beauty and Personal Care;Home and Kitchen,Yes,Few Times A Week,Not Specified,First Page,2,No,Sometimes,Found a better price elsewhere,Rarely,No,Never,Sometimes,2,Yes,2,4,Competitive Prices,Irrelevant product suggestions,377198,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-06 19:39:44+05:30,32,Female,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple Times A Day,Categories,First Page,1,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,4,Yes,4,3,Product Recommendations,Irrelevant product suggestions,796310,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 14:36:09+05:30,20,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food,Yes,Rarely,Filter,First Page,3,No,Never,others,Rarely,No,Rarely,Yes,2,Yes,4,1,Product Recommendations,I have no problem with Amazon yet. But others tell me about the refund issues,779009,['Groceries and Gourmet Food']
2023-06-08 19:46:31+05:30,61,Male,Once A Week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Others,Multiple Pages,3,Maybe,Never,others,Often,Yes,Occasionally,Sometimes,3,No,5,3,Product Recommendations,No problems with Amazon,306518,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-11 23:05:38+05:30,49,Female,Few Times A Month,Clothing and Fashion,Sometimes,Multiple Times A Day,Keyword,First Page,1,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,3,No,3,2,Not Specified,Product quality and accuracy,975752,['Clothing and Fashion']
2023-06-08 17:16:17+05:30,36,Female,Once A Week,Beauty and Personal Care;others,Sometimes,Rarely,Categories,Multiple Pages,3,Yes,Never,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,3,Yes,1,3,Quick Delivery,Irrelevant product suggestions,704027,"['Beauty and Personal Care', 'others']"
2023-06-12 16:03:59+05:30,15,Others,Once A Month,Groceries and Gourmet Food;Clothing and Fashion,No,Few Times A Week,Filter,Multiple Pages,4,Yes,Often,others,Never,No,Heavily,Yes,4,Sometimes,4,2,User-Friendly Website/App Interface,better app interface and lower shipping charges,160273,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-11 22:48:27+05:30,26,Male,Multiple Times A Week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Others,Multiple Pages,2,No,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Yes,5,Yes,5,4,Quick Delivery,User interface,812745,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-11 23:20:18+05:30,60,Others,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few Times A Month,Categories,First Page,5,Yes,Never,Found a better price elsewhere,Always,Yes,Never,Sometimes,5,No,3,4,User-Friendly Website/App Interface,No problems with Amazon,812778,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-05 13:32:57+05:30,40,Prefer Not To Say,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few Times A Week,Filter,First Page,2,Yes,Always,Found a better price elsewhere,Often,Yes,Moderately,Yes,3,Yes,4,3,Not Specified,Not Specified,530173,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-08 17:32:09+05:30,7,Prefer Not To Say,Less Than Once A Month,Clothing and Fashion;others,No,Rarely,Filter,Multiple Pages,5,Yes,Always,others,Sometimes,No,Heavily,Yes,3,Yes,4,1,Customer Service,Quality of product is very poor according to the big offers,938071,"['Clothing and Fashion', 'others']"
2023-06-08 17:15:27+05:30,50,Female,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care,No,Multiple Times A Day,Categories,First Page,1,Maybe,Sometimes,High shipping costs,Never,Yes,Heavily,Sometimes,4,No,5,1,Wide Product Selection,Scrolling option would be much better than going to next page,663272,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-07 03:08:03+05:30,6,Female,Few Times A Month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few Times A Month,Filter,First Page,5,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Never,Yes,4,Yes,4,5,Wide Product Selection,Quality of product is very poor according to the big offers,579765,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-05 22:04:32+05:30,34,Prefer Not To Say,Once A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few Times A Week,Not Specified,Multiple Pages,4,Maybe,Always,High shipping costs,Often,No,Occasionally,No,2,No,3,4,Product Recommendations,UI,454888,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 12:01:15+05:30,42,Female,Once A Week,Clothing and Fashion;others,Yes,Rarely,Categories,First Page,2,No,Sometimes,Changed my mind or no longer need the item,Never,No,Rarely,No,4,Yes,2,2,Wide Product Selection,Nothing,683295,"['Clothing and Fashion', 'others']"
2023-06-11 23:04:55+05:30,61,Female,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Filter,First Page,5,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,3,Yes,4,4,Not Specified,User interface of app,655488,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-07 22:07:42+05:30,10,Male,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple Times A Day,Keyword,Multiple Pages,5,Maybe,Always,Changed my mind or no longer need the item,Never,No,Moderately,Yes,2,No,4,2,Customer Service,Reducing packaging waste,454048,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-11 23:04:55+05:30,51,Female,Less Than Once A Month,Beauty and Personal Care;Home and Kitchen,Yes,Few Times A Month,Categories,First Page,2,Maybe,Rarely,Found a better price elsewhere,Rarely,No,Rarely,Sometimes,2,Sometimes,1,5,User-Friendly Website/App Interface,Add more familiar brands to the list,289527,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 00:58:28+05:30,14,Male,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Not Specified,First Page,5,Maybe,Never,others,Sometimes,Yes,Occasionally,Yes,1,No,3,1,Product Recommendations,UI,601974,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-08 17:20:43+05:30,65,Others,Once A Week,Home and Kitchen;others,Yes,Few Times A Week,Keyword,First Page,5,Maybe,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,No,5,No,4,1,Not Specified,Not Specified,567064,"['Home and Kitchen', 'others']"
2023-06-09 14:39:47+05:30,9,Female,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few Times A Week,Not Specified,First Page,1,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,No,2,No,4,2,Quick Delivery,Not Specified,959470,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 21:17:38+05:30,29,Male,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Not Specified,First Page,2,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,5,Yes,4,5,All The Above,User interface of app,372386,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-08 17:33:01+05:30,10,Others,Few Times A Month,Groceries and Gourmet Food,No,Few Times A Week,Others,First Page,5,Yes,Often,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,3,Yes,1,3,Quick Delivery,User interface,805683,['Groceries and Gourmet Food']
2023-06-07 09:28:09+05:30,29,Male,Multiple Times A Week,Groceries and Gourmet Food,Sometimes,Multiple Times A Day,Categories,Multiple Pages,5,No,Always,others,Sometimes,Yes,Never,No,2,No,3,5,All The Above,Quality of product is very poor according to the big offers,123843,['Groceries and Gourmet Food']
2023-06-08 03:26:38+05:30,23,Female,Few Times A Month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few Times A Month,Not Specified,Multiple Pages,1,Maybe,Always,High shipping costs,Often,Yes,Never,Yes,1,No,1,1,Customer Service,Nothing,437743,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-06 09:59:35+05:30,9,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few Times A Week,Others,First Page,3,Maybe,Always,Found a better price elsewhere,Never,Yes,Rarely,No,1,No,4,1,Not Specified,I don't have any problem with Amazon,700762,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-07 11:54:03+05:30,47,Others,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few Times A Month,Categories,Multiple Pages,4,No,Always,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,5,Yes,1,2,Customer Service,Add more familiar brands to the list,649239,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-08 19:46:31+05:30,60,Others,Multiple Times A Week,others,No,Rarely,Filter,First Page,1,No,Rarely,Changed my mind or no longer need the item,Always,No,Rarely,No,3,Sometimes,2,3,Customer Service,Reducing packaging waste,563426,['others']
2023-06-06 18:33:23+05:30,52,Male,Once A Week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Week,Others,First Page,1,No,Rarely,Found a better price elsewhere,Sometimes,No,Rarely,No,3,Sometimes,2,4,Not Specified,I don't have any problem with Amazon,440622,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-05 00:05:20+05:30,49,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few Times A Week,Keyword,Multiple Pages,1,No,Never,Found a better price elsewhere,Always,Yes,Never,Sometimes,5,Yes,2,3,Competitive Prices,Shipping speed and reliability,108113,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-09 15:23:38+05:30,13,Female,Once A Month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Categories,Multiple Pages,4,No,Often,Found a better price elsewhere,Never,No,Heavily,Yes,1,No,5,5,Customer Service,Quality of product is very poor according to the big offers,228872,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-07 09:27:03+05:30,35,Male,Once A Week,Home and Kitchen;others,Sometimes,Rarely,Not Specified,First Page,1,Maybe,Never,Found a better price elsewhere,Never,Yes,Rarely,Yes,4,No,2,5,Wide Product Selection,Irrelevant product suggestions,333365,"['Home and Kitchen', 'others']"
2023-06-09 15:18:25+05:30,52,Female,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few Times A Week,Categories,Multiple Pages,5,No,Always,High shipping costs,Rarely,No,Never,Yes,3,No,3,4,Quick Delivery,Irrelevant product suggestions,669686,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-12 15:57:52+05:30,45,Female,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few Times A Month,Categories,Multiple Pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,3,No,3,3,User-Friendly Website/App Interface,Not Specified,651998,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-07 09:28:09+05:30,5,Others,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few Times A Month,Keyword,Multiple Pages,4,No,Often,High shipping costs,Often,No,Rarely,No,2,Yes,5,2,All The Above,User interface of app,885246,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-04 20:01:45+05:30,66,Male,Once A Week,Beauty and Personal Care,No,Rarely,Filter,First Page,2,Maybe,Often,others,Always,Yes,Heavily,Yes,4,No,2,4,All The Above,User interface of app,812260,['Beauty and Personal Care']
2023-06-07 22:09:54+05:30,52,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few Times A Week,Keyword,Multiple Pages,4,Yes,Never,Found a better price elsewhere,Often,No,Moderately,No,3,Yes,5,5,User-Friendly Website/App Interface,Not Specified,679727,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-04 23:57:10+05:30,50,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few Times A Month,Keyword,Multiple Pages,1,Maybe,Never,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,No,5,2,Wide Product Selection,Reducing packaging waste,406978,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-05 10:37:36+05:30,22,Prefer Not To Say,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,Keyword,Multiple Pages,5,No,Sometimes,others,Always,No,Never,No,4,No,4,1,Competitive Prices,Irrelevant product suggestions,627382,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-09 14:34:43+05:30,21,Male,Few Times A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few Times A Week,Filter,First Page,4,Yes,Rarely,High shipping costs,Rarely,No,Rarely,No,4,Sometimes,5,1,Quick Delivery,User interface of app,742032,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 11:54:03+05:30,50,Female,Once A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few Times A Month,Keyword,Multiple Pages,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,4,5,Product Recommendations,Add more familiar brands to the list,618973,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-04 23:24:41+05:30,26,Prefer Not To Say,Multiple Times A Week,Clothing and Fashion;others,Sometimes,Few Times A Month,Not Specified,Multiple Pages,3,No,Sometimes,others,Never,No,Moderately,No,5,Sometimes,5,2,Competitive Prices,Scrolling option would be much better than going to next page,592155,"['Clothing and Fashion', 'others']"
2023-06-08 17:58:03+05:30,7,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple Times A Day,Keyword,First Page,3,Yes,Always,High shipping costs,Often,Yes,Occasionally,Sometimes,1,No,5,5,User-Friendly Website/App Interface,I have no problem with Amazon yet. But others tell me about the refund issues,433956,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 13:33:51+05:30,14,Others,Once A Week,Groceries and Gourmet Food,Sometimes,Few Times A Week,Not Specified,First Page,2,Yes,Sometimes,others,Often,Yes,Heavily,No,4,Yes,5,3,Customer Service,better app interface and lower shipping charges,107147,['Groceries and Gourmet Food']
2023-06-05 16:46:52+05:30,53,Male,Once A Week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Others,Multiple Pages,4,Yes,Sometimes,Found a better price elsewhere,Never,Yes,Never,No,4,Sometimes,3,5,All The Above,Nothing,355625,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-08 22:39:27+05:30,16,Female,Once A Month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Categories,Multiple Pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Yes,2,Yes,5,2,Product Recommendations,Product quality and accuracy,638061,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-11 23:24:21+05:30,20,Male,Few Times A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple Pages,5,No,Rarely,Found a better price elsewhere,Sometimes,No,Heavily,No,5,No,3,2,Not Specified,Product quality and accuracy,768256,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 22:17:40+05:30,50,Others,Once A Month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few Times A Month,Filter,First Page,1,No,Sometimes,Found a better price elsewhere,Often,Yes,Never,No,4,Yes,4,4,Customer Service,Add more familiar brands to the list,745405,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-07 22:39:21+05:30,31,Female,Less Than Once A Month,others,Sometimes,Few Times A Week,Filter,First Page,3,Maybe,Always,Found a better price elsewhere,Rarely,Yes,Occasionally,No,2,No,3,5,User-Friendly Website/App Interface,User interface of app,544978,['others']
2023-06-11 23:15:37+05:30,49,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple Times A Day,Keyword,First Page,3,Yes,Sometimes,High shipping costs,Never,No,Rarely,No,5,No,3,1,Competitive Prices,Not Specified,352318,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-04 23:38:30+05:30,13,Male,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Not Specified,Multiple Pages,1,No,Sometimes,Found a better price elsewhere,Never,No,Moderately,No,3,Sometimes,1,5,All The Above,User interface,174335,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-06 19:18:01+05:30,45,Prefer Not To Say,Once A Week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple Times A Day,Categories,Multiple Pages,4,Yes,Often,High shipping costs,Often,Yes,Never,Sometimes,5,No,1,4,Customer Service,I have no problem with Amazon yet. But others tell me about the refund issues,687610,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
